"occurrence_id","aircraft_id","registration","operator_id","equipment","manufacturer","model","engine_type","engines_amount","takeoff_max_weight..Lbs.","seatings_amount","year_manufacture","registration_country","registration_category","registration_aviation","origin_flight","destination_flight","operation_phase","type_operation","damage_level","fatalities_amount","classification","type.of.occurrence","localization","fu","country","aerodrome","occurrence_day","time","under_investigation","investigating_command","investigation_status","report_number","published_report","publication_day","recommendation_amount","aircrafts_involved","takeoff"
53180,7855,"PTKDZ",3992,"AIRPLANE","CESSNA AIRCRAFT","182P","PISTON",1,2949,5,1974,"BRAZIL","TPP","PRIVATE","SNAG","SNAG","ASCENSION","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","ARAGUARI","MG","BRAZIL","****","2015-03-28","18:52:00","YES","SERIPA-3","FINISHED","",1,"2016-07-07",0,1,NA
53181,32524,"PUMJG",3992,"ULTRALIGHT","***","FOX V5","PISTON",1,919,2,1998,"BRAZIL","PET","EXPERIMENTAL","SIKC","SIKC","MANEUVER","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","COLÍDER","MT","BRAZIL","****","2015-03-29","20:17:00","UNKNOWN","SERIPA-6","","",NA,"",0,1,NA
53182,9277,"PTGZV",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","PISTON",1,3968,1,1984,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","UNKNOWN","AGRICULTURAL","DESTROYED",1,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","SANTA LUZIA","MA","BRAZIL","****","2015-03-23","20:40:00","YES","SERIPA-1","IN PROGRESS","",NA,"",0,1,NA
53183,34642,"ZPBLY",3992,"AIRPLANE","PIPER AIRCRAFT","PA-32R-301","TURBOPROP",1,3600,NA,1983,"","TPP","PRIVATE","****","****","LANDING","PRIVATE","NONE",NA,"ACCIDENT","LANDING ON UNPREDICTABLE PLACE","AMAPORÃ","PR","BRAZIL","****","2015-03-02","23:00:00","YES","CENIPA","IN PROGRESS","",NA,"",0,1,NA
53184,30186,"PUAEP",3992,"ULTRALIGHT","AEROBRAVO LTDA","BRAVO 700","PISTON",1,1102,0,0,"BRAZIL","PET","EXPERIMENTAL","****","****","UNKNOWN","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","PORTO UNIÃO","SC","BRAZIL","****","2015-03-22","13:44:00","UNKNOWN","SERIPA-5","","",NA,"",0,1,NA
53191,31641,"PUGUL",3992,"ULTRALIGHT","MARCO AUGUSTO SCOBOZA GULIN","ASTRO AC-101","PISTON",1,925,2,2010,"BRAZIL","PET","EXPERIMENTAL","SDEM","SDEM","CRUISE","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","ÁLVARES MACHADO","SP","BRAZIL","SDEM","2015-04-04","20:30:00","UNKNOWN","SERIPA-4","","",NA,"",0,1,NA
53192,13497,"PUXXX1",3992,"ULTRALIGHT","MAULE AIRCRAFT","ULTRALEVE","PISTON",1,0,0,0,"BRAZIL","PET","EXPERIMENTAL","SDNY","SNAU","UNKNOWN","PRIVATE","DESTROYED",1,"ACCIDENT","LOSS OF CONTROL IN THE AIR","BRAGANÇA PAULISTA","SP","BRAZIL","SDVH","2015-04-03","14:30:00","UNKNOWN","SERIPA-4","","",NA,"",0,1,NA
53193,34643,"PTXXX5",3992,"AIRPLANE","***","***","UNKNOWN",NA,0,NA,0,"BRAZIL","TPP","PRIVATE","****","****","MANEUVER","AGRICULTURAL","DESTROYED",1,"ACCIDENT","LOSS OF CONTROL IN THE AIR","CANARANA","MT","BRAZIL","****","2015-03-14","18:00:00","YES","SERIPA-6","FINISHED","",1,"2015-11-16",0,1,NA
53194,19414,"PRFBJ",3992,"AIRPLANE","PIPER AIRCRAFT","PA-34-220T","PISTON",2,4750,6,2006,"BRAZIL","TPP","PRIVATE","SBPL","SWBE","DESCEND","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LANDING ON UNPREDICTABLE PLACE","GUARACIABA DO NORTE","CE","BRAZIL","SWBE","2015-03-26","20:30:00","YES","SERIPA-2","FINISHED","",1,"2016-06-23",0,1,1
53195,16548,"PPLLS",3992,"HELICOPTER","EUROCOPTER FRANCE","EC 155 B1","TURBOSHAFT",2,10846,10,2010,"BRAZIL","TPP","PRIVATE","SIAV","SIAV","CRUISE","PRIVATE","DESTROYED",5,"ACCIDENT","UNKNOWN","CARAPICUÍBA","SP","BRAZIL","****","2015-04-02","20:00:00","YES","SERIPA-4","IN PROGRESS","",NA,"",0,1,NA
53196,14226,"PRFLM",2091,"AIRPLANE","PIPER AIRCRAFT","PA-34-200","PISTON",2,4199,6,1972,"BRAZIL","PRI","INSTRUCTION","SBFL","SBFL","RUSH ON THE GROUND","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","ABOUT LANDING GEAR","FLORIANÓPOLIS","SC","BRAZIL","SBFL","2015-04-04","12:58:00","YES","SERIPA-5","FINISHED","",1,"2016-06-16",1,1,NA
53197,18969,"PRCRL",160,"AIRPLANE","CESSNA AIRCRAFT","152","PISTON",1,1668,2,1978,"BRAZIL","PRI","INSTRUCTION","SBBP","SDAA","MANEUVER","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","ITATIBA","SP","BRAZIL","****","2015-04-05","11:50:00","YES","SERIPA-4","IN PROGRESS","",NA,"",0,1,NA
53198,9054,"PPGBC",222,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1991,"BRAZIL","PRI","INSTRUCTION","SBMG","SBMG","LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","MARINGÁ","PR","BRAZIL","SBMG","2015-04-06","21:15:00","YES","SERIPA-5","FINISHED","",1,"2015-11-15",1,1,NA
53199,18452,"PRAPG",3992,"AIRPLANE","CESSNA AIRCRAFT","210L","PISTON",1,3800,6,1973,"BRAZIL","TPP","PRIVATE","****","****","UNKNOWN","PRIVATE","DESTROYED",1,"ACCIDENT","LOSS OF CONTROL IN THE AIR","ASSUNÇÃO DO PIAUÍ","PI","BRAZIL","****","2015-04-11","22:00:00","YES","SERIPA-2","FINISHED","",1,"2016-02-15",0,1,NA
53200,25652,"PTKYM",6021,"AIRPLANE","CIA AERONAUTICA PAULISTA","CAP-4","PISTON",1,1294,2,1946,"BRAZIL","PRI","INSTRUCTION","SDJO","SDJO","TAXI","INSTRUCTION","SUBSTANTIAL",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","SÃO JOAQUIM DA BARRA","SP","BRAZIL","SDJO","2015-04-05","11:00:00","YES","SERIPA-4","IN PROGRESS","",NA,"",0,1,NA
53201,26432,"PTNUY",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711T","PISTON",1,2749,4,1980,"BRAZIL","TPP","PRIVATE","SDVE","SDPN","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"SERIOUS INCIDENT","ABOUT LANDING GEAR","VERA CRUZ","SP","BRAZIL","SDVE","2015-04-02","17:30:00","YES","SERIPA-4","IN PROGRESS","",NA,"",0,1,NA
53202,12576,"PTCKB",3992,"AIRPLANE","BEECH AIRCRAFT","36","PISTON",1,3600,6,1969,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","NONE",NA,"SERIOUS INCIDENT","ANOTHER TYPES","PIRAÍ DO SUL","PR","BRAZIL","****","2015-04-05","21:00:00","YES","SERIPA-5","FINISHED","",1,"2015-11-16",0,1,NA
53203,9655,"PRMHV",4834,"AIRPLANE","AIRBUS INDUSTRIE","A320-214","JET",2,169755,184,2008,"BRAZIL","TPR","REGULAR","SBBR","SBAR","LANDING","REGULAR","LIGHT",NA,"SERIOUS INCIDENT","LANDING BEFORE THE TRACK AREA","BRASÍLIA","DF","BRAZIL","SBBR","2015-04-08","16:04:00","YES","CENIPA","IN PROGRESS","",NA,"",0,1,NA
53204,34644,"PTCVR",1929,"AIRPLANE","CESSNA AIRCRAFT","172S","PISTON",1,2550,NA,NA,"BRAZIL","PRI","INSTRUCTION","SWNS","SWNS","TAXI","INSTRUCTION","SUBSTANTIAL",NA,"SERIOUS INCIDENT","VEHICLE COLLISION AGAINST AIRCRAFT","ANÁPOLIS","GO","BRAZIL","SWNS","2015-04-09","13:13:00","YES","SERIPA-6","IN PROGRESS","",NA,"",0,1,NA
53222,20547,"PRLIT",3992,"AIRPLANE","CESSNA AIRCRAFT","210L","PISTON",1,3800,6,1976,"BRAZIL","TPP","PRIVATE","SNFX","SDOW","FINAL APPROXIMATION","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","OURILÂNDIA DO NORTE","PA","BRAZIL","SDOW","2015-04-26","15:30:00","YES","SERIPA-1","FINISHED","",1,"2015-11-16",0,1,NA
53223,13746,"PTUTT",859,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-202A","PISTON",1,3968,1,2005,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","TAKEOFF","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","UNKNOWN","PINDORAMA","SP","BRAZIL","****","2015-04-22","12:45:00","YES","SERIPA-4","FINISHED","",1,"2016-06-16",0,1,NA
53224,5907,"PPHRH",172,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","56-C-1","PISTON",1,1294,2,1964,"BRAZIL","PRI","INSTRUCTION","SDCD","SDCD","TRAFFIC CIRCUIT","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","CATANDUVA","SP","BRAZIL","****","2015-04-16","20:45:00","YES","SERIPA-4","IN PROGRESS","",NA,"",0,1,NA
53225,2901,"PPGAA",2361,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,3,1990,"BRAZIL","PRI","INSTRUCTION","SBBI","SBBI","LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","CAMPINA GRANDE DO SUL","PR","BRAZIL","SBBI","2015-04-05","11:10:00","YES","SERIPA-5","FINISHED","",1,"2015-11-16",2,1,NA
53231,5488,"PTGIG",5972,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-201","PISTON",1,3968,1,1976,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","MANEUVER","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","CONFRESA","MT","BRAZIL","****","2015-04-23","12:30:00","YES","SERIPA-6","FINISHED","",1,"2016-02-15",0,1,NA
53232,16482,"PPKDZ",870,"AIRPLANE","AMERICAN CHAMPION","8KCAB","PISTON",1,1798,2,1997,"BRAZIL","PRI","INSTRUCTION","SDET","SDET","TRAFFIC CIRCUIT","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","TIETÊ","SP","BRAZIL","SDET","2015-05-01","20:30:00","YES","SERIPA-4","IN PROGRESS","",NA,"",0,1,NA
53233,22471,"PRYZW",3992,"AIRPLANE","PIPER AIRCRAFT","PA-34-220T","PISTON",2,4750,6,1999,"BRAZIL","TPP","PRIVATE","SBPN","SBPJ","RUN AFTER LANDING","PRIVATE","SUBSTANTIAL",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","PALMAS","TO","BRAZIL","SBPJ","2015-04-15","19:31:00","YES","SERIPA-6","FINISHED","",1,"2016-04-22",0,1,NA
53234,31316,"PUEVO",3992,"ULTRALIGHT","INPAER INDUSTRIA PAULISTA E AERONÁUTICA","CONQUEST 180LS","PISTON",1,1322,2,2012,"BRAZIL","PET","EXPERIMENTAL","****","****","DESCEND","PRIVATE","LIGHT",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","RIO DE JANEIRO","RJ","BRAZIL","****","2015-04-10","12:10:00","UNKNOWN","SERIPA-3","","",NA,"",0,1,NA
53235,32589,"PUMON",3992,"ULTRALIGHT","AVENOR AUGUSTO MONTANDON","EXCEL CARGO","PISTON",1,1653,2,2010,"BRAZIL","PET","EXPERIMENTAL","****","****","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","RIO DE JANEIRO","RJ","BRAZIL","****","2015-04-21","13:00:00","UNKNOWN","SERIPA-3","","",NA,"",0,1,NA
53236,31870,"PUJBI",3992,"ULTRALIGHT","***","CONQUEST 160","PISTON",1,1433,2,2005,"BRAZIL","PET","EXPERIMENTAL","SJQN","SJQN","FINAL APPROXIMATION","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","QUIRINÓPOLIS","GO","BRAZIL","SJQN","2015-04-21","19:30:00","UNKNOWN","SERIPA-6","","",NA,"",0,1,NA
53237,31443,"PUFOZ",3992,"ULTRALIGHT","***","FOZ 400","PISTON",1,936,2,2006,"BRAZIL","PET","EXPERIMENTAL","****","****","DESCEND","PRIVATE","SUBSTANTIAL",1,"ACCIDENT","LOSS OF CONTROL IN THE AIR","ARARAQUARA","SP","BRAZIL","****","2015-04-28","21:00:00","UNKNOWN","SERIPA-4","","",NA,"",0,1,NA
53254,21374,"PRPTN",5980,"AIRPLANE","PIPER AIRCRAFT","PA-25-235","PISTON",1,2899,1,1966,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","LOW ALTITUDE NAVIGATION","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","CAMBARÁ","PR","BRAZIL","****","2015-05-20","14:00:00","YES","SERIPA-5","FINISHED","",1,"2015-11-16",1,1,NA
53255,23446,"PTCND",3992,"AIRPLANE","CESSNA AIRCRAFT","182J","PISTON",1,2799,4,1976,"BRAZIL","TPP","PRIVATE","SJNP","****","UNKNOWN","PRIVATE","DESTROYED",1,"ACCIDENT","UNKNOWN","NOVO PROGRESSO","PA","BRAZIL","SJNP","2015-05-09","17:30:00","YES","SERIPA-1","FINISHED","",1,"2015-11-16",0,1,NA
53256,21508,"PRRLD",3992,"AIRPLANE","CIRRUS DESIGN","SR22","PISTON",1,3600,5,2013,"BRAZIL","TPP","PRIVATE","SSKM","SSKM","CRUISE","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","CAMPO MOURÃO","PR","BRAZIL","SSKM","2015-05-17","18:20:00","YES","SERIPA-5","FINISHED","",1,"2015-11-16",0,1,NA
53257,29077,"PTWLE",3992,"AIRPLANE","MAULE AIRCRAFT","M-6-235","PISTON",1,2500,4,1990,"BRAZIL","TPP","PRIVATE","SBPV","SBEG","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","ARACAJU","SE","BRAZIL","SBAR","2015-05-17","17:40:00","YES","SERIPA-2","FINISHED","",1,"2015-11-16",1,1,NA
53258,17408,"PPXGQ",3992,"AIRPLANE","***","AC-12","PISTON",1,1675,2,2005,"BRAZIL","PET","EXPERIMENTAL","SSNG","SSNG","CRUISE","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","PARECI NOVO","RS","BRAZIL","SSNG","2015-05-09","14:00:00","UNKNOWN","SERIPA-5","","",NA,"",0,1,NA
53259,30637,"PUBIK",3992,"ULTRALIGHT","ESC RIB PRET DE PIL VEIC AUTOPROPULSADO","Bravo 700","PISTON",1,1212,2,2011,"BRAZIL","PET","EXPERIMENTAL","SDPY","****","CRUISE","PRIVATE","DESTROYED",1,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","VARGEM BONITA","MG","BRAZIL","****","2015-05-02","10:43:00","UNKNOWN","SERIPA-3","","",NA,"",0,1,NA
53260,17952,"PPZJG",3992,"AIRPLANE","ROBERTO VENICIO LIMA DANTAS","RV-10","PISTON",1,2698,4,2010,"BRAZIL","PET","EXPERIMENTAL","SIVU","SIQE","ASCENSION","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","AFONSO CLÁUDIO","ES","BRAZIL","****","2015-05-08","11:27:00","UNKNOWN","SERIPA-3","","",NA,"",0,1,NA
53261,34645,"PTAOM",5981,"AIRPLANE","EMBRAER","EMB-202A","PISTON",1,3968,NA,2014,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","RUN AFTER LANDING","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","MIRASSOL D'OESTE","MT","BRAZIL","****","2015-05-09","20:00:00","YES","SERIPA-6","IN PROGRESS","",NA,"",0,1,NA
53262,21334,"PRPOL",5982,"HELICOPTER","HELIBRAS","AS 350 B2","TURBOSHAFT",1,4960,6,2012,"BRAZIL","ADE","DIRECT ADMINISTRATION","SBMO","SBMO","RUSH IN THE AIR","POLICIAL","SUBSTANTIAL",NA,"SERIOUS INCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","IBATEGUARA","AL","BRAZIL","****","2015-05-20","15:10:00","YES","SERIPA-2","IN PROGRESS","",NA,"",0,1,NA
53263,21895,"PRTFT",3992,"AIRPLANE","PIPER AIRCRAFT","PA-34-200T","TURBOPROP",0,4570,6,1978,"BRAZIL","TPP","PRIVATE","SWWU","SWNV","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","HARD LANDING","GOIÂNIA","GO","BRAZIL","SWNV","2015-05-08","11:00:00","YES","SERIPA-6","FINISHED","",1,"2016-04-22",0,1,NA
53264,7316,"PTRKA",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711ST","PISTON",1,2899,4,1981,"BRAZIL","TPP","PRIVATE","SWFR","SWFR","CRUISE","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","CABECEIRA GRANDE","MG","BRAZIL","****","2015-05-01","17:00:00","YES","SERIPA-3","FINISHED","",1,"2016-06-16",1,1,NA
53265,25629,"PTKVW",3984,"AIRPLANE","CESSNA AIRCRAFT","U206F","PISTON",1,3600,6,1975,"BRAZIL","TPX","AEROTAXI","SJMK","SDMM","LANDING","AEROTAXI","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","PACARAIMA","RR","BRAZIL","SDMM","2015-05-05","16:05:00","YES","SERIPA-7","IN PROGRESS","",NA,"",0,1,NA
53266,23930,"PTENM",3611,"AIRPLANE","EMBRAER","EMB-820C CARAJA","TURBOPROP",2,8000,10,1990,"BRAZIL","TPX","AEROTAXI","SSEX","SBCG","CRUISE","AEROTAXI","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","ROCHEDO","MS","BRAZIL","****","2015-05-24","13:30:00","YES","SERIPA-4","IN PROGRESS","",NA,"",0,1,NA
53267,21170,"PRORA",3992,"AIRPLANE","CESSNA AIRCRAFT","210L","PISTON",1,3800,6,1975,"BRAZIL","TPP","PRIVATE","****","SNFX","UNKNOWN","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","UNKNOWN","SÃO FÉLIX DO XINGU","PA","BRAZIL","SNFX","2015-05-21","13:00:00","YES","SERIPA-1","FINISHED","",1,"2016-02-15",0,1,NA
53268,23069,"PTBDY",3992,"AIRPLANE","PIPER AIRCRAFT","PA-34-220T","PISTON",2,4750,6,1986,"BRAZIL","TPP","PRIVATE","SBPR","SNVC","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","SLOW LANDING","VIÇOSA","MG","BRAZIL","SNVC","2015-05-29","19:10:00","YES","SERIPA-3","FINISHED","",1,"2016-06-16",1,1,NA
53269,28891,"PTVYV",3992,"AIRPLANE","EMBRAER","EMB-202","PISTON",1,3968,1,2013,"BRAZIL","TPP","PRIVATE","****","****","SPECIALIZED","AGRICULTURAL","SUBSTANTIAL",NA,"SERIOUS INCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","TERRA ROXA","PR","BRAZIL","****","2015-05-05","11:30:00","YES","SERIPA-5","FINISHED","",1,"2016-06-23",0,1,NA
53270,18525,"PRATN",3992,"AIRPLANE","CESSNA AIRCRAFT","172RG","PISTON",1,2649,4,1981,"BRAZIL","TPP","PRIVATE","SWPY","SBBR","CRUISE","PRIVATE","NONE",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","SANTO ANTÔNIO DE GOIÁS","GO","BRAZIL","****","2015-05-20","14:40:00","YES","SERIPA-6","IN PROGRESS","",NA,"",0,1,NA
53271,26454,"PTNXN",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711ST","PISTON",1,2899,4,1980,"BRAZIL","TPP","PRIVATE","SSIJ","SSGO","CRUISE","PRIVATE","SUBSTANTIAL",NA,"SERIOUS INCIDENT","ABOUT LANDING GEAR","UMUARAMA","PR","BRAZIL","****","2015-05-17","17:00:00","YES","SERIPA-5","FINISHED","",1,"2016-06-23",0,1,NA
53272,29689,"PTZBC",3992,"AIRPLANE","JOAO BATISTA COUTINHO JUNIOR","RV-10","PISTON",1,2698,4,2010,"BRAZIL","PET","EXPERIMENTAL","SIVU","SIVU","CRUISE","PRIVATE","NONE",NA,"SERIOUS INCIDENT","FUEL STARVATION","GUARAPARI","ES","BRAZIL","SIVU","2015-05-24","14:48:00","UNKNOWN","SERIPA-3","","",NA,"",0,1,NA
53306,18224,"PRADA",3733,"HELICOPTER","EUROCOPTER FRANCE","AS 355 N","TURBOSHAFT",2,5732,6,1998,"BRAZIL","TPX","AEROTAXI","****","SBTT","CRUISE","AEROTAXI","SUBSTANTIAL",5,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","ATALAIA DO NORTE","AM","BRAZIL","****","2015-05-29","23:17:00","YES","SERIPA-7","IN PROGRESS","",NA,"",0,1,NA
53307,18559,"PRAVG",3992,"AIRPLANE","HAWKER BEECHCRAFT","C90GTI","TURBOPROP",2,10099,8,2008,"BRAZIL","TPP","PRIVATE","SBBH","SSOQ","TAKEOFF","PRIVATE","DESTROYED",3,"ACCIDENT","LOSS OF CONTROL IN THE AIR","BELO HORIZONTE","MG","BRAZIL","SBBH","2015-06-07","18:25:00","YES","SERIPA-3","FINISHED","",1,"2016-04-22",0,1,NA
53308,13518,"PRSDL",4693,"AIRPLANE","BOEING COMPANY","737-3S3","JET",2,139499,6,1988,"BRAZIL","TPN","NOT REGULAR","SBTE","SBSL","LANDING","NOT REGULAR","LIGHT",NA,"SERIOUS INCIDENT","LOSS OF CONTROL IN THE AIR","SÃO LUÍS","MA","BRAZIL","SBSL","2015-06-09","16:06:00","YES","CENIPA","IN PROGRESS","",NA,"",0,1,NA
53309,26684,"PTOPO",3992,"AIRPLANE","MAULE AIRCRAFT","MXT-7-180","PISTON",1,2500,4,1992,"BRAZIL","TPP","PRIVATE","SILA","SILQ","CRUISE","PRIVATE","NONE",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","ASSIS CHATEAUBRIAND","PR","BRAZIL","****","2015-02-04","19:50:00","YES","SERIPA-5","FINISHED","",1,"2015-10-19",0,1,NA
53323,18211,"PRACH",3992,"AIRPLANE","PIPER AIRCRAFT","PA-25-235","PISTON",1,2899,1,1965,"BRAZIL","TPP","PRIVATE","****","SNAG","LOW ALTITUDE NAVIGATION","PRIVATE","SUBSTANTIAL",1,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","PATROCÍNIO","MG","BRAZIL","****","2015-06-05","15:05:00","YES","SERIPA-3","FINISHED","",1,"2016-04-22",0,1,NA
53324,14519,"PTBHC",3992,"AIRPLANE","CESSNA AIRCRAFT","172A","PISTON",1,2200,4,1961,"BRAZIL","TPP","PRIVATE","SWNV","SWNV","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","FUEL STARVATION","GOIÂNIA","GO","BRAZIL","SWNV","2015-06-11","17:55:00","YES","SERIPA-6","FINISHED","",1,"2016-06-03",0,1,NA
53325,301,"PPGKX",231,"AIRPLANE","PIPER AIRCRAFT","PA-18","PISTON",1,1499,2,1951,"BRAZIL","PRI","INSTRUCTION","SSNH","SSNH","LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","NOVO HAMBURGO","RS","BRAZIL","SSNH","2015-06-13","16:30:00","YES","SERIPA-5","FINISHED","",1,"2015-07-16",1,1,NA
53326,15169,"PTNTH",279,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-712","PISTON",1,2552,4,1979,"BRAZIL","PRI","INSTRUCTION","SBSJ","SBGW","","INSTRUCTION","LIGHT",NA,"SERIOUS INCIDENT","ABOUT PROPELLER","GUARATINGUETÁ","SP","BRAZIL","SBGW","2015-06-10","19:15:00","YES","SERIPA-4","IN PROGRESS","",NA,"",0,1,NA
53327,33744,"PUTNT",3992,"ULTRALIGHT","***","RANS S-9","PISTON",1,679,1,1998,"BRAZIL","PET","EXPERIMENTAL","****","SDDR","CRUISE","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","PACAEMBU","SP","BRAZIL","","2015-06-14","18:00:00","UNKNOWN","SERIPA-4","","",NA,"",0,1,NA
53331,29498,"PTYDY",3992,"HELICOPTER","BELL HELICOPTER","206B","TURBOSHAFT",1,3198,5,1998,"BRAZIL","TPP","PRIVATE","SNUB","SJLY","CRUISE","PRIVATE","DESTROYED",3,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","OURO PRETO","MG","BRAZIL","****","2015-06-16","19:10:00","YES","SERIPA-3","IN PROGRESS","",NA,"",0,1,NA
53332,21799,"PRSTJ",3992,"AIRPLANE","ISRAEL AIRCRAFT","1124A","JET",2,23501,8,1980,"BRAZIL","TPP","PRIVATE","SBRF","SBKP","TAXI","PRIVATE","SUBSTANTIAL",NA,"SERIOUS INCIDENT","SYSTEM / COMPONENT FAILURE","SALVADOR","BA","BRAZIL","SBSV","2015-06-19","09:25:00","YES","SERIPA-2","IN PROGRESS","",NA,"",0,1,1
53333,14524,"PPTZV",870,"AIRPLANE","AMERICAN CHAMPION","8KCAB","PISTON",1,1798,2,1997,"BRAZIL","PIN","INSTRUCTION","SBBU","SDPW","RUN AFTER LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","PIRACICABA","SP","BRAZIL","SDPW","2015-06-17","19:30:00","YES","SERIPA-4","FINISHED","",1,"2016-04-22",2,1,1
53339,21115,"PROLA",3992,"AIRPLANE","CESSNA AIRCRAFT","210L","PISTON",1,3800,6,1975,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","RONDONÓPOLIS","MT","BRAZIL","****","2015-06-16","17:00:00","YES","SERIPA-6","FINISHED","",1,"2016-02-15",0,1,NA
53340,19250,"PREES",5994,"HELICOPTER","EUROCOPTER DEUTSCHLAND","BK117 C-2 ","TURBOSHAFT",2,7903,9,2013,"BRAZIL","ADE","DIRECT ADMINISTRATION","SBFZ","****","HOVERING","POLICIAL","NONE",NA,"ACCIDENT","ANOTHER TYPES","CAUCAIA","CE","BRAZIL","****","2015-06-26","20:25:00","YES","SERIPA-2","IN PROGRESS","",NA,"",0,1,NA
